ID_Unico;Titulo;Autor;Categoria;Anio_Escritura;Numero_Paginas;Calificacion_Usuarios;Stock_Disponible
64b1daba-6822;El Enigma de el Azufre Sagrado;Caspian Nightshade;Botánica Arcana;1842;149;1,67;26
24527e3e-8f17;Sombras sobre la Quintaesencia;Isolde Vance;Transmutación Metálica;1140;377;2,12;2
527ab652-52fc;Tratado de la Transmutación Infinitas;Thalric Nightshade;Filosofía Prohibida;1488;375;3,23;0
ea1c935a-eb1f;Códice de las Almas de Plomo;Morgana Grimoire;Transmutación Metálica;1737;332;3,46;39
97f1d54f-5a42;El Aliento de el Azufre Sagrado;Isolde Flamel;Filosofía Prohibida;1814;887;4,92;10
661b55ef-a393;Espejos de el Mercurio Rojo;Elara Blackwood;Alquimia Teórica;1403;940;4,69;16
f123f4a7-6327;Vórtice de la Quintaesencia;Thalric Sterling;Transmutación Metálica;1608;1012;1,63;2
776cfc84-8919;El Enigma de el Sol Negro;Caspian Blackwood;Botánica Arcana;1312;1339;3,24;20
bde3c216-4b3c;La Esencia de el Sol Negro;Balthazar Flamel;Alquimia Teórica;1383;325;2,11;47
d0e0965d-9c86;Vórtice de la Quintaesencia;Caspian Flamel;Botánica Arcana;1272;320;2,08;37
3547122b-f1ea;Códice de el Azufre Sagrado;Elara Sterling;Historia de la Piedra;1398;756;1,18;49
95983c4c-790c;Códice de el Azufre Sagrado;Seraphine Blackwood;Historia de la Piedra;1403;991;3,34;44
6466516a-8bc3;Vórtice de el Azufre Sagrado;Elara Flamel;Alquimia Teórica;1953;877;1,53;3
54e584c7-3a42;El Enigma de el Mercurio Rojo;Aurelius Sterling;Botánica Arcana;1516;95;4,35;17
3b970888-260e;El Enigma de las Almas de Plomo;Isolde Crowley;Botánica Arcana;1224;1061;2,38;19
d5399a36-58ba;Sombras sobre la Quintaesencia;Aurelius Sterling;Historia de la Piedra;1922;1175;3,31;41
5db86fc8-01e7;Espejos de el Mercurio Rojo;Thalric Vance;Alquimia Teórica;1963;1198;1,66;6
03e6021e-9676;El Aliento de el Mercurio Rojo;Isolde Blackwood;Historia de la Piedra;2016;671;2,14;6
ac7308a5-64e0;Vórtice de el Sol Negro;Thalric Vance;Filosofía Prohibida;1534;432;4,01;26
ad7122f1-6d37;Vórtice de el Azufre Sagrado;Aurelius Blackwood;Transmutación Metálica;1775;733;3,18;12
cb7d243a-63c0;Sombras sobre el Mercurio Rojo;Thalric Nightshade;Filosofía Prohibida;1330;408;2,08;37
d35b7de0-bbf2;El Aliento de el Azufre Sagrado;Elara Vance;Alquimia Teórica;1908;325;2,62;8
f3f2f631-31a2;El Enigma de el Azufre Sagrado;Isolde Nightshade;Alquimia Teórica;1426;1217;3,4;29
8a5602ca-ab2e;Vórtice de el Azufre Sagrado;Morgana Flamel;Filosofía Prohibida;1900;480;4,23;18
5c20ac1b-0b68;El Aliento de las Almas de Plomo;Elara Nightshade;Filosofía Prohibida;1230;1068;1,97;41
c870db20-3793;Sombras sobre las Almas de Plomo;Thalric Sterling;Historia de la Piedra;1248;1132;2,34;2
4136ce25-2d8a;Sombras sobre la Transmutación Infinitas;Seraphine Flamel;Filosofía Prohibida;1397;1001;2,86;49
cacc294e-7a5a;El Enigma de el Sol Negro;Caspian Vance;Alquimia Teórica;1524;625;3,18;20
301d0c0c-3750;El Enigma de el Azufre Sagrado;Thalric Nightshade;Filosofía Prohibida;1529;239;4,77;5
65d677ea-6c39;Sombras sobre el Sol Negro;Aurelius Flamel;Alquimia Teórica;1264;235;4,27;14
5804d5ef-4ce7;El Aliento de el Mercurio Rojo;Morgana Sterling;Transmutación Metálica;1466;304;1,07;20
828730c4-f92b;La Esencia de el Sol Negro;Seraphine Vance;Alquimia Teórica;1689;1235;3,72;50
852cbbf5-d215;Sombras sobre la Transmutación Infinitas;Aurelius Vance;Historia de la Piedra;1296;513;4,64;25
ad89110f-1844;Códice de el Mercurio Rojo;Thalric Sterling;Transmutación Metálica;1892;1451;3,49;41
7cd4802f-6af5;Tratado de el Sol Negro;Seraphine Sterling;Alquimia Teórica;1936;292;3,62;25
a77d7f5c-aebd;Tratado de la Quintaesencia;Morgana Grimoire;Historia de la Piedra;1228;1113;2,62;35
b84417ec-02e8;Sombras sobre la Transmutación Infinitas;Morgana Crowley;Historia de la Piedra;1557;937;1,35;13
0c52712f-f8d8;Vórtice de la Transmutación Infinitas;Morgana Flamel;Filosofía Prohibida;1954;1127;1,83;32
f4733533-3790;Vórtice de el Azufre Sagrado;Isolde Flamel;Transmutación Metálica;2017;1310;4,92;37
b0d06636-4f41;Tratado de la Transmutación Infinitas;Seraphine Grimoire;Alquimia Teórica;1199;935;1,59;34
dab70d2c-c4d0;Tratado de el Azufre Sagrado;Seraphine Nightshade;Transmutación Metálica;1498;630;3,14;15
128407ef-4fc9;Códice de la Transmutación Infinitas;Caspian Blackwood;Filosofía Prohibida;1266;1117;2,6;33
c2389eab-c315;El Enigma de el Mercurio Rojo;Elara Crowley;Botánica Arcana;1242;424;1,39;5
2da84d2b-6963;El Enigma de la Quintaesencia;Seraphine Nightshade;Transmutación Metálica;1802;878;2;34
ccb6d7ca-7b89;Espejos de el Sol Negro;Thalric Vance;Filosofía Prohibida;1495;561;2,3;2
d6826c42-e770;La Esencia de el Mercurio Rojo;Seraphine Vance;Botánica Arcana;1425;781;3,76;47
893ee453-36b1;Espejos de el Mercurio Rojo;Balthazar Sterling;Transmutación Metálica;1399;593;1,6;28
a66347ed-f3fa;El Aliento de el Mercurio Rojo;Aurelius Sterling;Transmutación Metálica;1637;401;4,44;24
42f18b3f-c163;Vórtice de la Quintaesencia;Seraphine Vance;Botánica Arcana;1181;1340;3,55;12
7579b0c8-7ba3;Tratado de el Sol Negro;Elara Grimoire;Transmutación Metálica;1836;783;4,11;11
aba56a5b-5223;Códice de la Quintaesencia;Caspian Grimoire;Botánica Arcana;1736;784;2,6;15
98b160e6-72f2;Sombras sobre la Quintaesencia;Isolde Nightshade;Transmutación Metálica;1184;770;4,58;20
2eab6380-8a87;Tratado de las Almas de Plomo;Morgana Nightshade;Botánica Arcana;1287;1433;4,23;36
7453a515-3258;Espejos de la Transmutación Infinitas;Balthazar Crowley;Botánica Arcana;1682;819;1,39;15
2ae342f0-ca16;El Aliento de el Mercurio Rojo;Aurelius Blackwood;Botánica Arcana;1433;510;3,25;26
e58986db-e6d8;El Enigma de la Transmutación Infinitas;Caspian Sterling;Alquimia Teórica;1322;478;1,49;50
9350520f-abb4;Sombras sobre el Mercurio Rojo;Aurelius Nightshade;Botánica Arcana;1789;1098;4,53;8
5ded055d-47f9;La Esencia de el Azufre Sagrado;Thalric Nightshade;Filosofía Prohibida;1421;1045;1,89;33
8e83bf92-aa8f;Espejos de las Almas de Plomo;Caspian Flamel;Transmutación Metálica;1945;697;3,83;35
68c74e4a-e0a4;La Esencia de el Azufre Sagrado;Seraphine Sterling;Alquimia Teórica;1197;130;4,02;11
b5b265e8-37a7;Vórtice de el Azufre Sagrado;Isolde Flamel;Historia de la Piedra;1748;338;2,52;24
7845a1c2-3fe7;Espejos de el Sol Negro;Isolde Vance;Alquimia Teórica;1123;697;2,44;20
d371e4ce-5c16;Vórtice de el Sol Negro;Aurelius Flamel;Historia de la Piedra;1320;628;2,17;44
7460a5ac-a765;Tratado de la Transmutación Infinitas;Balthazar Grimoire;Alquimia Teórica;1598;312;4,09;26
a575398e-221c;El Aliento de el Sol Negro;Isolde Grimoire;Alquimia Teórica;1484;1451;2,76;22
8087acff-c23e;Vórtice de las Almas de Plomo;Aurelius Sterling;Filosofía Prohibida;1278;461;1,86;36
21bae072-5b6a;El Aliento de el Sol Negro;Caspian Blackwood;Filosofía Prohibida;1297;1087;1,35;34
8b625d36-0852;Sombras sobre las Almas de Plomo;Seraphine Sterling;Transmutación Metálica;1436;456;4,07;19
699917b4-bf03;Vórtice de las Almas de Plomo;Aurelius Grimoire;Botánica Arcana;1614;1183;3,92;17
95ea2c65-53dd;Vórtice de la Transmutación Infinitas;Morgana Crowley;Filosofía Prohibida;1151;791;1,46;47
862496b4-58ad;Vórtice de el Mercurio Rojo;Morgana Vance;Alquimia Teórica;1975;516;3,76;5
bbdc346b-a6c7;El Aliento de el Mercurio Rojo;Morgana Grimoire;Historia de la Piedra;1779;1218;1,96;34
c8d2ac85-1ca8;La Esencia de las Almas de Plomo;Isolde Crowley;Historia de la Piedra;1779;1496;3,42;29
64e43562-c29e;Sombras sobre las Almas de Plomo;Aurelius Blackwood;Historia de la Piedra;1352;499;1,81;22
44d18f46-f427;La Esencia de la Quintaesencia;Morgana Sterling;Historia de la Piedra;1313;169;2,82;19
e1e5b17a-2363;La Esencia de el Mercurio Rojo;Elara Vance;Filosofía Prohibida;1245;1128;4,24;39
827bf716-0f34;Tratado de el Azufre Sagrado;Isolde Flamel;Alquimia Teórica;1567;1065;2,67;37
cdec17af-6a8f;El Aliento de la Quintaesencia;Aurelius Grimoire;Filosofía Prohibida;1572;1126;1,94;0
32751e14-0371;Códice de el Mercurio Rojo;Elara Nightshade;Transmutación Metálica;1858;392;1,52;48
8f5db756-d3d8;La Esencia de el Mercurio Rojo;Aurelius Flamel;Alquimia Teórica;1425;606;1,13;18
629daa94-ef05;Códice de la Quintaesencia;Elara Blackwood;Historia de la Piedra;1503;823;1,56;37
e5db729c-d66f;El Aliento de las Almas de Plomo;Elara Grimoire;Botánica Arcana;1421;85;3,93;36
bda65abf-3861;Espejos de el Mercurio Rojo;Aurelius Vance;Filosofía Prohibida;1341;272;4,26;7
9030de50-1557;El Enigma de la Quintaesencia;Elara Flamel;Alquimia Teórica;1243;1328;1,46;48
be2dc09e-8e1d;Vórtice de el Azufre Sagrado;Isolde Sterling;Transmutación Metálica;1142;103;4,24;33
d015ea5f-891d;El Aliento de las Almas de Plomo;Elara Blackwood;Botánica Arcana;1720;1163;2,77;35
8e70e9f0-0171;La Esencia de el Sol Negro;Aurelius Grimoire;Transmutación Metálica;1157;908;4,04;43
2077b3b0-12b6;Vórtice de el Sol Negro;Aurelius Crowley;Alquimia Teórica;1220;427;2,02;47
b28bc153-9194;Códice de el Azufre Sagrado;Aurelius Sterling;Transmutación Metálica;1937;303;4,91;13
1894cf7e-0adb;Sombras sobre las Almas de Plomo;Morgana Nightshade;Transmutación Metálica;1590;1097;2,56;25
27f8a538-7dff;El Enigma de la Transmutación Infinitas;Seraphine Crowley;Transmutación Metálica;1144;321;4,79;22
7a7a4081-6fbb;Tratado de las Almas de Plomo;Balthazar Crowley;Filosofía Prohibida;1985;1424;2,38;25
9c3fcfbb-bf52;Sombras sobre la Transmutación Infinitas;Seraphine Flamel;Historia de la Piedra;1457;304;4,68;37
3b3b8e0d-6fe6;El Enigma de las Almas de Plomo;Morgana Grimoire;Botánica Arcana;1990;491;4,65;25
1c70de1a-640a;Vórtice de el Mercurio Rojo;Thalric Grimoire;Alquimia Teórica;1766;519;1,84;26
0ae28313-9b16;Espejos de el Mercurio Rojo;Caspian Blackwood;Filosofía Prohibida;1739;1187;3,94;17
2aecd29a-2f10;Tratado de la Transmutación Infinitas;Morgana Grimoire;Alquimia Teórica;1927;128;3,01;46
8e3116d3-2b13;El Enigma de la Quintaesencia;Elara Sterling;Historia de la Piedra;1270;832;1,13;28
8d9f7c38-00cb;Vórtice de el Mercurio Rojo;Thalric Flamel;Filosofía Prohibida;1838;167;3,52;36
3158ab01-2791;Códice de el Mercurio Rojo;Elara Flamel;Filosofía Prohibida;1967;317;4,39;39
a64de18d-b9ea;Códice de la Quintaesencia;Isolde Sterling;Botánica Arcana;2009;688;3,1;13
5d4a2610-118c;Códice de el Sol Negro;Caspian Blackwood;Botánica Arcana;1783;326;2,47;10
2250ac25-2dcd;La Esencia de la Quintaesencia;Seraphine Flamel;Filosofía Prohibida;1487;924;2,73;28
561ef583-f224;El Enigma de la Quintaesencia;Isolde Crowley;Filosofía Prohibida;1391;1402;3,67;1
519d3296-970a;Vórtice de las Almas de Plomo;Balthazar Flamel;Alquimia Teórica;1821;1478;4,03;16
9ea7aca5-7de7;El Aliento de el Sol Negro;Seraphine Flamel;Historia de la Piedra;1900;467;2,41;22
4c58a42f-86d4;El Aliento de las Almas de Plomo;Morgana Crowley;Historia de la Piedra;1812;815;2,98;12
ab334f07-e750;El Enigma de el Azufre Sagrado;Caspian Flamel;Historia de la Piedra;1651;1397;1,5;39
3ba8687d-daf0;Tratado de la Transmutación Infinitas;Seraphine Nightshade;Filosofía Prohibida;1293;1190;2,04;46
92bc5d59-3668;El Aliento de la Quintaesencia;Elara Sterling;Alquimia Teórica;1127;888;1,5;48
95af1ce1-b72e;Vórtice de el Sol Negro;Elara Nightshade;Botánica Arcana;1394;542;3,13;19
a3b1ae39-d5b7;Tratado de la Quintaesencia;Seraphine Vance;Historia de la Piedra;1464;1309;1,93;13
10883bdb-aa5f;El Aliento de la Quintaesencia;Aurelius Blackwood;Transmutación Metálica;1382;793;1,98;41
231c249d-0f8a;Espejos de las Almas de Plomo;Isolde Grimoire;Botánica Arcana;1317;270;4,51;2
1ba8ae6d-a800;Tratado de el Sol Negro;Seraphine Flamel;Alquimia Teórica;1933;1460;2,72;16
8e55d555-a791;El Enigma de la Transmutación Infinitas;Thalric Blackwood;Botánica Arcana;1291;1045;3,9;42
a4cfa78c-e7a2;El Aliento de la Transmutación Infinitas;Aurelius Blackwood;Botánica Arcana;2022;89;1,61;29
db5382c3-94f0;Tratado de el Sol Negro;Seraphine Grimoire;Botánica Arcana;1429;805;4,19;14
1c4ba82f-0c0a;Tratado de el Sol Negro;Isolde Vance;Alquimia Teórica;1442;1480;1,65;48
297dfd7b-a2ba;Vórtice de las Almas de Plomo;Thalric Flamel;Alquimia Teórica;1425;141;1,25;17
265ce11f-3b40;La Esencia de la Transmutación Infinitas;Elara Vance;Transmutación Metálica;1579;290;4,07;12
e170eec8-8f9c;La Esencia de la Quintaesencia;Thalric Grimoire;Filosofía Prohibida;1432;733;2,83;46
33b7a178-39a9;Códice de el Mercurio Rojo;Morgana Flamel;Historia de la Piedra;1960;1100;3,95;2
3999c3c0-718d;Sombras sobre el Mercurio Rojo;Caspian Grimoire;Historia de la Piedra;1389;416;1,62;47
c4974154-ba36;Tratado de la Transmutación Infinitas;Caspian Grimoire;Alquimia Teórica;1585;1346;3,55;38
f62e053d-fc67;El Aliento de la Transmutación Infinitas;Thalric Grimoire;Transmutación Metálica;1992;505;1,33;41
92fb3299-d2f6;La Esencia de el Sol Negro;Isolde Sterling;Alquimia Teórica;1925;1005;2,98;11
429637ff-1cb4;Tratado de el Sol Negro;Caspian Grimoire;Botánica Arcana;1633;956;4,36;28
a1b97c38-8b2e;Tratado de el Mercurio Rojo;Elara Crowley;Botánica Arcana;1375;470;1,27;23
9364e8ee-28d3;El Aliento de el Sol Negro;Aurelius Crowley;Filosofía Prohibida;1201;199;3,02;6
241fe858-02e6;La Esencia de la Transmutación Infinitas;Isolde Vance;Alquimia Teórica;1516;1159;2,11;12
2e67bfc8-2d1c;El Aliento de las Almas de Plomo;Seraphine Crowley;Historia de la Piedra;2022;153;1,69;35
0a2fcbde-8513;Sombras sobre el Sol Negro;Thalric Nightshade;Filosofía Prohibida;1214;1311;1,7;18
1a22dadb-997c;Sombras sobre la Transmutación Infinitas;Thalric Flamel;Alquimia Teórica;1300;508;3,06;31
bde500b3-66bd;La Esencia de el Sol Negro;Thalric Nightshade;Filosofía Prohibida;1263;301;3,27;21
51f02b36-be55;Vórtice de las Almas de Plomo;Isolde Blackwood;Historia de la Piedra;1302;281;2,39;23
9b4233e5-7603;Códice de la Transmutación Infinitas;Caspian Vance;Alquimia Teórica;1550;1484;3,96;15
959fb73d-edfc;Vórtice de la Quintaesencia;Isolde Sterling;Transmutación Metálica;1168;847;4,98;18
1ef27a09-652c;Sombras sobre la Quintaesencia;Balthazar Blackwood;Historia de la Piedra;1289;1147;3,78;31
b12832d8-ad3d;Vórtice de la Quintaesencia;Seraphine Flamel;Transmutación Metálica;1549;972;2,3;4
e7b1fd38-cd0d;Vórtice de el Azufre Sagrado;Morgana Blackwood;Historia de la Piedra;1483;277;2,81;47
cbbee71c-cd0c;El Enigma de el Sol Negro;Elara Flamel;Transmutación Metálica;1640;1348;1,86;4
fb3ce880-ff32;Sombras sobre la Transmutación Infinitas;Balthazar Blackwood;Filosofía Prohibida;1157;816;1,59;6
dc8e0cd6-e260;Sombras sobre la Transmutación Infinitas;Morgana Flamel;Historia de la Piedra;1620;741;4,74;46
632dbb27-9af0;La Esencia de las Almas de Plomo;Seraphine Vance;Historia de la Piedra;1905;315;4,41;10
e73209ca-a8dc;Sombras sobre el Sol Negro;Balthazar Crowley;Botánica Arcana;1351;1323;1,13;5
97f6eb15-515f;El Enigma de la Transmutación Infinitas;Thalric Nightshade;Alquimia Teórica;1661;130;1,19;49
98877ebf-d3db;El Enigma de el Mercurio Rojo;Aurelius Flamel;Transmutación Metálica;1391;433;1,39;41
51fbedfa-6fbb;El Enigma de el Mercurio Rojo;Morgana Blackwood;Historia de la Piedra;1716;852;4,22;26
77be9569-f9ec;El Aliento de el Sol Negro;Seraphine Sterling;Transmutación Metálica;1663;622;2,37;34
e36d0adf-7879;La Esencia de el Azufre Sagrado;Morgana Vance;Historia de la Piedra;1929;1087;1,51;5
e5fcac7d-2293;El Aliento de el Sol Negro;Caspian Vance;Transmutación Metálica;1148;851;1,96;50
7d301435-27ba;Códice de el Mercurio Rojo;Isolde Blackwood;Transmutación Metálica;1428;971;3,22;9
316e1417-42f5;Tratado de la Quintaesencia;Thalric Sterling;Filosofía Prohibida;1740;1146;1,12;12
7d722a6a-29e3;Vórtice de el Sol Negro;Morgana Nightshade;Botánica Arcana;1451;1263;1,67;3
b29211cc-f649;El Aliento de la Transmutación Infinitas;Caspian Grimoire;Filosofía Prohibida;1288;582;2,71;1
1aff50e1-4082;Sombras sobre el Mercurio Rojo;Thalric Sterling;Alquimia Teórica;1756;548;4,82;7
fbb979b1-7b62;Espejos de el Azufre Sagrado;Isolde Vance;Transmutación Metálica;1595;740;1,84;37
17ecb657-0cc2;La Esencia de las Almas de Plomo;Morgana Vance;Filosofía Prohibida;1897;1454;4,7;15
35e3e002-8600;Sombras sobre la Transmutación Infinitas;Seraphine Sterling;Alquimia Teórica;1647;252;1,03;34
eee1a1ba-72eb;El Aliento de el Mercurio Rojo;Elara Grimoire;Transmutación Metálica;1409;1423;4,41;23
3fcedb8a-34cd;Vórtice de el Azufre Sagrado;Elara Grimoire;Alquimia Teórica;1228;1079;1,83;32
59bcd403-4b94;El Enigma de el Mercurio Rojo;Aurelius Vance;Transmutación Metálica;1924;839;1,64;6
ab76e981-54b0;La Esencia de el Mercurio Rojo;Thalric Nightshade;Historia de la Piedra;1997;1421;4,65;35
be98fd25-ee00;Espejos de el Azufre Sagrado;Seraphine Flamel;Filosofía Prohibida;1174;170;4,58;50
6b3478b1-88ea;Sombras sobre el Azufre Sagrado;Aurelius Vance;Botánica Arcana;1569;206;1,06;20
0e042acb-fa97;La Esencia de la Transmutación Infinitas;Isolde Crowley;Alquimia Teórica;1571;1266;4,05;47
ca87c5dd-1cde;La Esencia de el Azufre Sagrado;Aurelius Vance;Botánica Arcana;1821;577;4,97;1
4c3f3d06-5e55;El Aliento de el Azufre Sagrado;Caspian Vance;Transmutación Metálica;1158;554;2,58;46
73251409-fd64;Espejos de la Transmutación Infinitas;Thalric Sterling;Botánica Arcana;1276;387;1,38;47
447e8e45-4674;Tratado de las Almas de Plomo;Caspian Nightshade;Transmutación Metálica;1312;188;3,73;49
51ca7d33-6991;Sombras sobre el Sol Negro;Seraphine Nightshade;Historia de la Piedra;1481;1452;2,34;7
c3995906-3c63;El Aliento de el Azufre Sagrado;Isolde Flamel;Filosofía Prohibida;1311;1264;2,93;2
3611a2a9-0b67;El Enigma de las Almas de Plomo;Elara Grimoire;Botánica Arcana;1562;118;2,38;10
306dc177-437f;Tratado de las Almas de Plomo;Isolde Vance;Filosofía Prohibida;2010;978;1,31;26
59730980-86cc;El Enigma de el Mercurio Rojo;Seraphine Flamel;Botánica Arcana;1463;1158;3,86;42
8d09cd27-34cc;El Aliento de la Quintaesencia;Elara Blackwood;Filosofía Prohibida;1710;960;1,9;34
9b1163b0-f53f;Códice de el Mercurio Rojo;Isolde Flamel;Historia de la Piedra;1525;511;4,23;12
1323eb2f-efeb;Códice de las Almas de Plomo;Thalric Sterling;Transmutación Metálica;1743;214;1,74;31
f616e816-6119;La Esencia de el Mercurio Rojo;Aurelius Sterling;Historia de la Piedra;1681;84;3,61;36
9a2f9830-a68c;El Enigma de el Azufre Sagrado;Seraphine Flamel;Botánica Arcana;1850;334;1,91;2
72dc6056-aa1b;El Enigma de la Transmutación Infinitas;Caspian Vance;Botánica Arcana;1615;714;4,59;5
6190c41e-b992;El Aliento de el Azufre Sagrado;Seraphine Crowley;Alquimia Teórica;1396;858;4,34;45
765e3991-437b;La Esencia de la Quintaesencia;Elara Grimoire;Filosofía Prohibida;1246;719;1,44;9
18bea1e5-26f4;La Esencia de las Almas de Plomo;Morgana Crowley;Filosofía Prohibida;1402;1497;2,27;19
b9577da8-ddc9;La Esencia de el Azufre Sagrado;Seraphine Blackwood;Filosofía Prohibida;1484;1484;1,3;44
d3721fe6-1097;El Aliento de la Quintaesencia;Aurelius Vance;Historia de la Piedra;1130;354;2,12;7
66e1352f-c7a8;Sombras sobre el Azufre Sagrado;Isolde Vance;Botánica Arcana;1809;491;4,29;32
fea55370-4672;Tratado de la Quintaesencia;Morgana Sterling;Alquimia Teórica;1327;1053;1,73;30
d6257d99-061e;El Enigma de el Sol Negro;Caspian Nightshade;Botánica Arcana;1461;386;3,85;14
7c17b073-0ee1;El Aliento de la Transmutación Infinitas;Seraphine Blackwood;Botánica Arcana;1805;536;1,55;49
7798e0d0-0e51;La Esencia de la Quintaesencia;Isolde Vance;Filosofía Prohibida;1898;234;3,1;9
ed9928f3-8c30;Sombras sobre la Quintaesencia;Isolde Sterling;Alquimia Teórica;2026;989;1,73;8
7743cf91-d888;Vórtice de la Quintaesencia;Elara Nightshade;Historia de la Piedra;1373;1237;1,42;11
68281c83-6f2f;La Esencia de la Quintaesencia;Elara Vance;Historia de la Piedra;1105;1191;2,22;10
e80cb220-8009;Tratado de la Quintaesencia;Thalric Sterling;Historia de la Piedra;1962;290;2,64;44
af39ee93-25b5;El Enigma de el Mercurio Rojo;Caspian Vance;Transmutación Metálica;1762;1374;4,11;14
982e7fa8-c1ba;Espejos de el Azufre Sagrado;Aurelius Sterling;Transmutación Metálica;1839;1004;2,76;2
fe7233ae-48cb;El Aliento de el Azufre Sagrado;Isolde Blackwood;Alquimia Teórica;1644;502;4,96;9
d495414e-6413;Espejos de el Azufre Sagrado;Caspian Blackwood;Filosofía Prohibida;1830;273;4,6;5
84b2d5b3-94c3;Espejos de la Quintaesencia;Seraphine Nightshade;Botánica Arcana;1580;1302;1,96;21
28ddaec5-aec0;Códice de el Azufre Sagrado;Thalric Vance;Transmutación Metálica;1411;151;3,41;6
f7f019e3-67e4;Tratado de las Almas de Plomo;Seraphine Nightshade;Filosofía Prohibida;1325;974;2,8;37
6282429b-6bdb;El Aliento de las Almas de Plomo;Thalric Flamel;Historia de la Piedra;1866;122;4,37;39
24e18f34-dde1;Espejos de el Azufre Sagrado;Thalric Nightshade;Historia de la Piedra;1935;342;2,12;36
aa563857-503c;Espejos de las Almas de Plomo;Thalric Flamel;Transmutación Metálica;1927;1110;2,16;0
81ee96d8-78d8;El Enigma de el Mercurio Rojo;Seraphine Crowley;Historia de la Piedra;1843;1371;4,93;37
6b24c430-5efd;Tratado de la Transmutación Infinitas;Balthazar Blackwood;Botánica Arcana;1857;194;4,95;43
37956b46-3770;Vórtice de el Azufre Sagrado;Aurelius Nightshade;Transmutación Metálica;1245;384;2,04;29
11620f14-c6ec;Tratado de la Transmutación Infinitas;Caspian Blackwood;Filosofía Prohibida;1221;1102;3,09;9
8403e403-a7ea;El Aliento de el Azufre Sagrado;Morgana Vance;Alquimia Teórica;1646;892;2,02;0
ad3502bc-7b2c;Sombras sobre la Quintaesencia;Caspian Sterling;Botánica Arcana;1219;1481;4,93;8
9c3ce313-eeda;Sombras sobre las Almas de Plomo;Thalric Nightshade;Transmutación Metálica;1683;1047;3,01;21
973ad205-65b6;Sombras sobre la Transmutación Infinitas;Thalric Crowley;Alquimia Teórica;1562;644;1,12;22
c837d6d0-440a;Códice de el Sol Negro;Aurelius Crowley;Alquimia Teórica;1268;1154;4,32;7
5bf4f706-b66d;El Enigma de la Quintaesencia;Isolde Grimoire;Alquimia Teórica;1115;398;1,31;29
33a2dade-bbd2;Tratado de las Almas de Plomo;Elara Blackwood;Historia de la Piedra;1248;461;3,16;50
02002800-1fc9;La Esencia de la Quintaesencia;Isolde Blackwood;Alquimia Teórica;1365;146;4,78;49
5f793c47-5b95;Espejos de la Transmutación Infinitas;Thalric Blackwood;Alquimia Teórica;1937;1060;2,45;8
d08b8a4a-bedb;El Aliento de el Azufre Sagrado;Caspian Nightshade;Botánica Arcana;1300;480;4,56;24
f79a6319-072e;Espejos de la Quintaesencia;Morgana Vance;Botánica Arcana;1110;970;2,28;27
c4c3c6d5-4656;Espejos de el Azufre Sagrado;Aurelius Grimoire;Filosofía Prohibida;1470;1214;3,71;20
ffe29feb-02c8;La Esencia de la Transmutación Infinitas;Morgana Crowley;Botánica Arcana;1180;886;2,29;15
a59b801a-edcc;El Aliento de las Almas de Plomo;Morgana Vance;Botánica Arcana;1522;601;2,98;23
03abf3b6-c425;Códice de el Sol Negro;Aurelius Nightshade;Transmutación Metálica;1234;88;1,66;35
1b36ca20-db73;Códice de el Mercurio Rojo;Morgana Grimoire;Transmutación Metálica;1280;258;1,41;36
abeaafd0-8352;Sombras sobre el Azufre Sagrado;Seraphine Sterling;Alquimia Teórica;1576;479;4,67;3
750c16eb-daba;Espejos de el Azufre Sagrado;Aurelius Blackwood;Alquimia Teórica;1170;1474;2,21;47
c7d8fd6a-20ee;El Aliento de el Sol Negro;Thalric Crowley;Botánica Arcana;1163;922;4,15;5
107cbee8-2c50;Códice de el Mercurio Rojo;Balthazar Grimoire;Botánica Arcana;1357;874;1,44;36
28a06bb3-c13e;El Enigma de la Quintaesencia;Thalric Flamel;Historia de la Piedra;1515;179;1,99;21
e9a22cc7-c118;La Esencia de el Azufre Sagrado;Balthazar Blackwood;Botánica Arcana;1190;1229;3,71;47
3baa43c5-b680;Vórtice de la Quintaesencia;Aurelius Crowley;Filosofía Prohibida;1239;956;4,21;13
97e402fa-23b4;La Esencia de la Quintaesencia;Thalric Flamel;Alquimia Teórica;1677;1076;1,75;34
3f7ca411-6ada;Espejos de la Quintaesencia;Aurelius Blackwood;Alquimia Teórica;1279;1167;2,83;49
17b076c9-825a;La Esencia de el Azufre Sagrado;Balthazar Crowley;Historia de la Piedra;1237;1209;3,2;26
9743ff3b-c831;El Enigma de el Mercurio Rojo;Balthazar Vance;Filosofía Prohibida;1297;460;3,91;17
b67411a7-b613;Sombras sobre la Transmutación Infinitas;Thalric Nightshade;Historia de la Piedra;1561;919;3,51;33
a04dbea2-1e4f;Espejos de el Sol Negro;Aurelius Nightshade;Alquimia Teórica;1314;802;3,2;12
825fc3e2-a276;Códice de el Sol Negro;Seraphine Crowley;Historia de la Piedra;1148;637;4,21;19
3b45f2b8-a36b;La Esencia de el Sol Negro;Morgana Flamel;Alquimia Teórica;1182;973;1,07;25
4f9fe1a4-e2d4;La Esencia de las Almas de Plomo;Balthazar Vance;Historia de la Piedra;1334;160;3,69;26
3fffb062-be3a;Códice de el Sol Negro;Aurelius Crowley;Filosofía Prohibida;2019;1176;4;43
30604be4-1c4c;La Esencia de el Azufre Sagrado;Thalric Blackwood;Alquimia Teórica;1876;1206;2,74;12
